,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1727372616447,-0.9501953,-0.3720703,-0.14257812,-0.1875,-0.34375,0.125
1,1727372616487,-0.94433594,-0.39746094,-0.14746094,0.25,0.3125,0.3125
2,1727372616527,-0.9433594,-0.37890625,-0.1640625,-0.625,0.0,0.1875
3,1727372616567,-0.94433594,-0.38964844,-0.14648438,0.375,0.875,0.90625
4,1727372616607,-0.9472656,-0.40039062,-0.14746094,-0.125,0.4375,0.4375
5,1727372616647,-0.9375,-0.39746094,-0.13085938,1.09375,1.21875,0.4375
6,1727372616687,-0.9404297,-0.390625,-0.14355469,0.25,0.25,0.125
7,1727372616727,-0.93847656,-0.39160156,-0.14160156,2.25,1.59375,0.3125
8,1727372616767,-0.9433594,-0.38183594,-0.13671875,-0.4375,0.375,-0.375
9,1727372616807,-0.9404297,-0.37695312,-0.14648438,0.125,0.75,0.375
10,1727372616847,-0.94140625,-0.39453125,-0.16210938,-1.40625,-1.09375,-0.25
11,1727372616887,-0.9453125,-0.37695312,-0.16015625,-0.84375,-0.3125,-0.0625
12,1727372616927,-0.9453125,-0.38867188,-0.14550781,-2.875,-0.78125,-0.3125
13,1727372616967,-0.94628906,-0.390625,-0.13867188,-3.25,-2.6875,-0.90625
14,1727372617007,-0.94433594,-0.39453125,-0.13867188,-2.25,-4.6875,-0.96875
15,1727372617047,-0.9550781,-0.39257812,-0.14355469,0.59375,-1.03125,0.5625
16,1727372617087,-0.93066406,-0.41015625,-0.14648438,-0.75,-0.71875,-0.46875
17,1727372617127,-0.9316406,-0.38867188,-0.13574219,0.78125,2.15625,-0.125
18,1727372617167,-0.9482422,-0.38671875,-0.14648438,0.96875,1.09375,0.3125
19,1727372617207,-0.9501953,-0.39453125,-0.14550781,0.4375,0.96875,0.125
20,1727372617247,-0.9394531,-0.3857422,-0.14746094,0.78125,-0.25,-0.25
21,1727372617287,-0.9482422,-0.38671875,-0.13867188,0.96875,-0.3125,-0.125
22,1727372617327,-0.94921875,-0.38964844,-0.1640625,0.1875,-0.125,-0.375
23,1727372617367,-0.94433594,-0.390625,-0.14257812,0.96875,0.5,0.5625
24,1727372617407,-0.94921875,-0.3935547,-0.14550781,0.125,0.0625,0.375
25,1727372617447,-0.9433594,-0.39746094,-0.14648438,0.375,0.125,-0.0625
26,1727372617487,-0.9355469,-0.3955078,-0.123046875,0.65625,-0.59375,0.125
27,1727372617527,-0.9423828,-0.39648438,-0.15429688,-0.84375,-2.0625,-0.4375
28,1727372617567,-0.94140625,-0.38476562,-0.12792969,2.125,-0.125,0.1875
29,1727372617607,-0.9453125,-0.38085938,-0.15820312,-1.09375,-1.34375,0.0
30,1727372617647,-0.9423828,-0.4091797,-0.14355469,0.4375,-0.25,0.3125
31,1727372617687,-0.94628906,-0.38867188,-0.140625,-0.5625,-0.0625,-0.3125
32,1727372617727,-0.9453125,-0.38476562,-0.12792969,1.34375,-0.3125,0.8125
33,1727372617767,-0.9404297,-0.41015625,-0.15625,-0.6875,-1.28125,-0.375
34,1727372617807,-0.94433594,-0.37402344,-0.12890625,1.21875,0.5,0.125
35,1727372617847,-0.9375,-0.41015625,-0.13769531,-0.75,-1.03125,-0.125
36,1727372617887,-0.95214844,-0.37695312,-0.1171875,1.09375,1.03125,-0.125
37,1727372617927,-0.9394531,-0.41210938,-0.14550781,0.59375,-0.53125,0.25
38,1727372617967,-0.9453125,-0.3857422,-0.15136719,0.4375,-0.125,-0.4375
39,1727372618007,-0.9433594,-0.390625,-0.125,0.65625,-0.34375,0.0625
40,1727372618047,-0.9423828,-0.38867188,-0.13769531,-1.21875,-0.90625,-0.4375
41,1727372618087,-0.9404297,-0.40625,-0.12011719,1.28125,1.21875,0.1875
42,1727372618127,-0.9453125,-0.3876953,-0.13671875,-0.625,-0.78125,-0.78125
43,1727372618167,-0.94140625,-0.40625,-0.14453125,0.90625,-0.34375,-0.0625
44,1727372618207,-0.9433594,-0.3779297,-0.15136719,-0.125,-0.96875,-0.78125
45,1727372618247,-0.94140625,-0.38964844,-0.15625,0.90625,-0.3125,0.25
46,1727372618287,-0.9355469,-0.38476562,-0.1328125,0.3125,0.0,-0.25
47,1727372618327,-0.9423828,-0.39257812,-0.14160156,1.09375,1.15625,0.4375
48,1727372618367,-0.93652344,-0.39160156,-0.14550781,0.65625,0.8125,0.5
49,1727372618407,-0.9404297,-0.38867188,-0.14746094,0.90625,1.28125,1.34375
50,1727372618447,-0.9355469,-0.4091797,-0.119140625,-0.0625,2.3125,0.6875
51,1727372618487,-0.95996094,-0.38085938,-0.13085938,-0.96875,0.9375,0.125
52,1727372618527,-0.953125,-0.41015625,-0.12988281,-0.3125,-0.65625,0.8125
53,1727372618567,-0.93847656,-0.38183594,-0.14257812,-1.59375,-1.40625,0.1875
54,1727372618607,-0.93847656,-0.40429688,-0.13574219,-1.59375,-0.40625,0.5625
55,1727372618647,-0.94921875,-0.39746094,-0.13378906,-1.40625,-0.71875,0.0625
56,1727372618687,-0.9453125,-0.3876953,-0.1328125,-1.375,-1.6875,-0.09375
57,1727372618727,-0.9345703,-0.40429688,-0.13378906,-1.78125,-1.3125,0.09375
58,1727372618767,-0.9345703,-0.39648438,-0.13769531,-1.125,-0.40625,-0.09375
59,1727372618807,-0.94433594,-0.39941406,-0.12792969,0.03125,0.21875,-0.03125
60,1727372618847,-0.94628906,-0.3857422,-0.13769531,0.15625,0.46875,0.375
61,1727372618887,-0.9433594,-0.39648438,-0.13867188,0.34375,0.6875,0.375
62,1727372618927,-0.9453125,-0.38867188,-0.13867188,-0.875,0.15625,0.15625
63,1727372618967,-0.9472656,-0.39453125,-0.13476562,0.78125,1.4375,0.625
64,1727372619007,-0.9423828,-0.38964844,-0.14941406,-0.1875,1.0625,0.25
65,1727372619047,-0.94140625,-0.40820312,-0.15429688,0.40625,0.5625,0.3125
66,1727372619087,-0.94628906,-0.37695312,-0.13769531,2.90625,2.84375,-0.09375
67,1727372619127,-0.95410156,-0.37597656,-0.14453125,-0.09375,0.5625,0.625
68,1727372619167,-0.9404297,-0.40234375,-0.13476562,0.53125,0.09375,1.25
69,1727372619207,-0.9423828,-0.39160156,-0.16015625,0.15625,1.25,0.4375
70,1727372619247,-0.953125,-0.3798828,-0.11816406,1.75,1.5625,0.25
71,1727372619287,-0.94433594,-0.39160156,-0.14648438,-1.25,-0.875,0.25
72,1727372619327,-0.94433594,-0.3935547,-0.13574219,0.21875,0.625,0.03125
73,1727372619367,-0.9375,-0.3798828,-0.15136719,-0.9375,-0.15625,0.03125
74,1727372619407,-0.93652344,-0.38964844,-0.140625,-2.09375,-0.53125,-0.21875
75,1727372619447,-0.9433594,-0.3828125,-0.12890625,-0.4375,-0.21875,0.21875
76,1727372619487,-0.9394531,-0.39746094,-0.15527344,-2.65625,-0.65625,0.09375
77,1727372619527,-0.9453125,-0.3876953,-0.12695312,-0.5625,-0.28125,0.25
78,1727372619567,-0.9355469,-0.3984375,-0.14648438,-1.59375,0.28125,-0.03125
79,1727372619607,-0.94433594,-0.38867188,-0.14160156,-1.0625,0.75,0.25
80,1727372619647,-0.93847656,-0.390625,-0.13769531,-0.125,1.5,0.375
81,1727372619687,-0.953125,-0.3828125,-0.14160156,-0.125,0.28125,0.4375
82,1727372619727,-0.9423828,-0.3876953,-0.13476562,0.03125,0.5625,0.5625
83,1727372619767,-0.9326172,-0.40625,-0.12890625,-0.25,-0.9375,0.3125
84,1727372619807,-0.9423828,-0.39941406,-0.125,-0.1875,-0.40625,-0.78125
85,1727372619847,-0.9472656,-0.38378906,-0.1328125,2.25,1.0625,-0.34375
86,1727372619887,-0.95214844,-0.3701172,-0.14746094,2.78125,1.125,0.6875
87,1727372619927,-0.9375,-0.39453125,-0.14746094,0.40625,0.21875,1.1875
88,1727372619967,-0.953125,-0.37109375,-0.16601562,0.34375,1.25,-0.40625
89,1727372620007,-0.95214844,-0.37402344,-0.13769531,1.625,1.84375,0.5
90,1727372620047,-0.95214844,-0.3779297,-0.1484375,-0.625,-0.21875,0.03125
91,1727372620087,-0.9375,-0.3828125,-0.14257812,0.03125,0.8125,0.21875
92,1727372620127,-0.9472656,-0.3828125,-0.13769531,-0.375,0.5625,-0.28125
93,1727372620167,-0.94433594,-0.37890625,-0.14257812,-0.03125,0.75,0.25
94,1727372620207,-0.9453125,-0.40039062,-0.1484375,-1.40625,-0.28125,-0.15625
95,1727372620247,-0.9472656,-0.38671875,-0.1328125,-0.25,1.3125,-0.46875
96,1727372620287,-0.9550781,-0.37695312,-0.125,-0.125,0.21875,0.21875
97,1727372620327,-0.9433594,-0.38964844,-0.1328125,-0.9375,-0.15625,-0.15625
98,1727372620367,-0.9423828,-0.3935547,-0.14941406,-0.375,1.125,-0.34375
99,1727372620407,-0.9472656,-0.38964844,-0.14453125,-0.125,0.625,-0.21875
100,1727372620447,-0.94433594,-0.390625,-0.15332031,0.21875,0.5625,0.21875
101,1727372620487,-0.94433594,-0.39257812,-0.14550781,-0.4375,0.15625,-0.03125
102,1727372620527,-0.9511719,-0.3779297,-0.14941406,0.46875,-0.34375,0.21875
103,1727372620567,-0.9482422,-0.38867188,-0.15039062,0.21875,0.625,0.15625
104,1727372620607,-0.94628906,-0.39453125,-0.1328125,-0.125,0.40625,-0.03125
105,1727372620647,-0.9472656,-0.38671875,-0.1484375,0.28125,0.21875,0.21875
106,1727372620687,-0.94433594,-0.38378906,-0.13378906,-0.625,-0.65625,-0.15625
107,1727372620727,-0.9404297,-0.39160156,-0.13769531,0.65625,0.34375,0.09375
108,1727372620767,-0.9423828,-0.39257812,-0.13769531,-0.625,-0.46875,-0.03125
109,1727372620807,-0.9511719,-0.38378906,-0.140625,-0.75,-0.21875,-0.65625
110,1727372620847,-0.9316406,-0.3876953,-0.14941406,-1.0,-0.09375,0.21875
111,1727372620887,-0.94628906,-0.390625,-0.13085938,-1.78125,-0.59375,-0.28125
112,1727372620927,-0.9453125,-0.39453125,-0.140625,-0.125,-0.09375,0.25
113,1727372620967,-0.9501953,-0.37695312,-0.13867188,-0.75,0.40625,-0.21875
114,1727372621007,-0.9482422,-0.390625,-0.14160156,-0.1875,-0.40625,0.15625
115,1727372621047,-0.94433594,-0.38378906,-0.14453125,-0.125,0.03125,-0.34375
116,1727372621087,-0.953125,-0.3984375,-0.13769531,0.71875,0.53125,0.09375
117,1727372621127,-0.9472656,-0.3828125,-0.15332031,-1.25,-0.53125,-0.40625
118,1727372621167,-0.9453125,-0.3828125,-0.14257812,-0.3125,-0.15625,-0.21875
119,1727372621207,-0.9453125,-0.38183594,-0.13769531,-0.25,0.03125,-0.21875
120,1727372621247,-0.94433594,-0.37597656,-0.13671875,0.46875,-0.15625,-0.09375
121,1727372621287,-0.9482422,-0.39257812,-0.13183594,0.03125,0.09375,0.03125
122,1727372621327,-0.94921875,-0.38378906,-0.1328125,0.78125,0.03125,-0.21875
123,1727372621367,-0.9453125,-0.4013672,-0.14257812,-0.1875,-0.28125,-0.34375
124,1727372621407,-0.9472656,-0.3779297,-0.12988281,1.15625,0.625,-0.46875
125,1727372621447,-0.94628906,-0.3857422,-0.14746094,-0.125,-0.8125,-0.46875
126,1727372621487,-0.9453125,-0.38671875,-0.13964844,0.15625,0.46875,-0.09375
127,1727372621527,-0.9482422,-0.38476562,-0.13378906,-0.1875,-0.53125,0.09375
128,1727372621567,-0.93847656,-0.38964844,-0.13867188,-0.75,-0.21875,0.03125
129,1727372621607,-0.9472656,-0.39257812,-0.13378906,-0.25,-0.21875,-0.34375
130,1727372621647,-0.9501953,-0.38964844,-0.13769531,-0.625,-0.75,-0.03125
131,1727372621687,-0.9375,-0.37304688,-0.13378906,0.09375,-0.28125,-0.03125
132,1727372621727,-0.9501953,-0.3857422,-0.14941406,-0.9375,-0.875,-0.15625
133,1727372621767,-0.953125,-0.38671875,-0.11816406,1.3125,0.46875,0.21875
134,1727372621807,-0.9404297,-0.3857422,-0.13671875,-1.1875,-0.875,-0.40625
135,1727372621847,-0.9326172,-0.38867188,-0.123046875,1.25,0.875,0.21875
136,1727372621887,-0.9404297,-0.3876953,-0.1328125,-0.4375,-0.03125,-0.34375
137,1727372621927,-0.94433594,-0.38867188,-0.1328125,1.21875,0.75,0.03125
138,1727372621967,-0.9394531,-0.3935547,-0.15234375,-0.25,-0.09375,-0.40625
139,1727372622007,-0.9472656,-0.39160156,-0.123046875,0.78125,0.53125,-0.03125
140,1727372622047,-0.93359375,-0.390625,-0.14160156,-0.3125,-0.46875,-0.15625
141,1727372622087,-0.9511719,-0.3857422,-0.14648438,1.03125,1.0625,-0.03125
142,1727372622127,-0.9550781,-0.38964844,-0.13671875,-1.1875,-0.46875,0.09375
143,1727372622167,-0.9404297,-0.3876953,-0.13769531,-1.0625,0.03125,-0.34375
144,1727372622207,-0.9404297,-0.390625,-0.12402344,0.53125,0.53125,0.625
145,1727372622247,-0.9355469,-0.38964844,-0.15234375,-0.3125,0.03125,0.3125
146,1727372622287,-0.94921875,-0.39453125,-0.12011719,-0.5625,0.6875,-0.34375
147,1727372622327,-0.94921875,-0.3701172,-0.123046875,-0.03125,0.21875,0.15625
