,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1727267690296,0.08886719,-0.6729126,-0.12237549,13.515625,9.484375,13.359375
1,1727267690327,0.2175293,-0.27716064,0.024841309,3.53125,8.96875,16.90625
2,1727267690373,0.16210938,-0.035705566,-0.06744385,-16.90625,-11.25,14.390625
3,1727267690403,0.00024414062,-0.065979004,-0.2000122,-12.703125,-21.1875,-0.84375
4,1727267690446,0.09375,-0.8086548,-0.22784424,4.15625,-25.109375,-4.890625
5,1727267690494,1.0996094,-2.0,0.17474365,19.109375,-19.671875,31.421875
6,1727267690528,0.32055664,-1.7756958,0.14520264,-17.921875,-32.078125,-3.609375
7,1727267690567,0.17041016,-1.5737915,-0.29278564,22.03125,-48.03125,-11.53125
8,1727267690596,0.037109375,-1.3535767,0.16986084,18.6875,-41.84375,-12.625
9,1727267690644,-0.19873047,-0.90753174,0.050231934,-12.0625,-47.546875,-12.375
10,1727267690687,-0.1381836,-0.4048462,-0.004699707,-10.890625,-32.921875,-5.71875
11,1727267690717,0.0026855469,-0.13555908,-0.046203613,-10.4375,-21.703125,-15.34375
12,1727267690761,0.051757812,0.09613037,-0.10430908,-0.953125,-8.8125,-9.359375
13,1727267690806,-0.122558594,0.062683105,0.062438965,11.015625,8.828125,-6.484375
14,1727267690837,-0.30639648,-0.20855713,0.00018310547,5.109375,26.65625,-9.875
15,1727267690881,-0.053710938,-1.0061646,-0.706604,13.578125,14.9375,-6.421875
16,1727267690927,0.80322266,-2.0,-0.53082275,11.0625,-4.59375,40.1875
17,1727267690956,-0.75024414,-2.0,0.03656006,0.140625,57.046875,5.0625
18,1727267691004,-0.31860352,-1.9500122,-0.33551025,-17.5625,84.1875,10.984375
19,1727267691047,0.18774414,-1.1577759,-0.30963135,11.15625,53.4375,3.671875
20,1727267691107,0.3071289,-0.47418213,-0.27178955,3.765625,42.046875,7.421875
21,1727267691121,0.3869629,-0.2156372,0.16082764,-23.09375,31.1875,17.4375
22,1727267691167,-0.019042969,0.32244873,-0.16021729,-31.34375,6.140625,14.65625
23,1727267691197,-0.018066406,0.26849365,-0.2312622,-13.203125,3.8125,-1.0625
24,1727267691242,0.5349121,0.04901123,-0.09527588,-6.296875,-6.28125,2.09375
25,1727267691287,0.08105469,-0.380188,-0.44610596,15.359375,-23.75,7.171875
26,1727267691317,1.309082,-2.0,-0.8171997,31.59375,-53.0625,19.46875
27,1727267691361,0.32885742,-2.0,-0.0071411133,-32.625,-50.296875,4.78125
28,1727267691391,0.16503906,-1.9109497,-0.5274048,12.3125,-65.28125,-31.0
29,1727267691437,-0.114990234,-1.3721313,0.07537842,10.515625,-47.1875,-22.734375
30,1727267691481,-0.12670898,-0.7920532,0.07244873,-16.625,-41.46875,-21.78125
31,1727267691515,-0.010986328,-0.13116455,-0.07501221,-26.015625,-29.203125,-13.390625
32,1727267691557,0.036376953,0.43304443,-0.10406494,-7.375,-21.546875,-14.703125
33,1727267691602,-0.00390625,0.18035889,-0.06866455,9.484375,-11.03125,-13.578125
34,1727267691631,-0.22363281,-0.055725098,0.031433105,5.171875,-3.171875,-11.53125
35,1727267691677,-0.13867188,-0.14190674,-0.15777588,10.34375,10.75,-2.71875
36,1727267691721,-0.115478516,-1.5188599,-0.6692505,17.53125,10.5625,10.171875
37,1727267691755,0.18237305,-2.0,-0.034484863,21.609375,18.78125,2.1875
38,1727267691797,-0.51416016,-2.0,0.034118652,-49.703125,78.078125,17.65625
39,1727267691847,0.03955078,-1.8433228,-0.018127441,-14.640625,61.90625,-11.375
40,1727267691888,0.037597656,-0.79034424,-0.36871338,12.09375,80.328125,-1.28125
41,1727267691917,0.3935547,-0.13287354,-0.19683838,10.03125,59.078125,11.9375
42,1727267691961,0.34570312,0.04852295,0.039978027,-24.078125,25.40625,15.796875
43,1727267691992,0.049316406,0.3156128,-0.19903564,-22.390625,-0.140625,7.25
44,1727267692036,0.28295898,0.15081787,-0.08770752,-3.703125,-3.375,-2.921875
45,1727267692085,0.29663086,-0.049621582,-0.21246338,-2.875,-19.640625,7.078125
46,1727267692114,0.017089844,-0.7280884,-0.5195923,22.265625,-14.484375,-5.5
47,1727267692156,1.7758789,-2.0,1.1273804,52.625,-2.203125,30.90625
