,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1727097318394,-0.44311523,0.06585693,0.93865967,0.75,-1.171875,-0.03125
1,1727097318434,-0.43701172,0.07635498,0.9425659,0.0625,-1.296875,-0.140625
2,1727097318469,-0.44189453,0.08392334,0.94329834,0.40625,-1.015625,0.109375
3,1727097318507,-0.44311523,0.07659912,0.9393921,0.625,-0.984375,0.078125
4,1727097318545,-0.43774414,0.07269287,0.93743896,0.328125,-0.96875,-0.046875
5,1727097318585,-0.4440918,0.0692749,0.9332886,0.03125,-0.96875,0.0625
6,1727097318620,-0.44360352,0.073913574,0.9369507,-0.25,-0.671875,-0.03125
7,1727097318657,-0.44311523,0.07733154,0.94207764,-0.078125,-0.890625,-0.015625
8,1727097318751,-0.44067383,0.07733154,0.9315796,0.0,-0.859375,-0.015625
9,1727097318770,-0.44506836,0.07196045,0.951355,0.171875,-1.015625,-0.015625
10,1727097318789,-0.43945312,0.0692749,0.9418335,0.0625,-0.859375,-0.046875
11,1727097318826,-0.43969727,0.07147217,0.9406128,0.09375,-1.03125,-0.0625
12,1727097318864,-0.44580078,0.074157715,0.9401245,0.15625,-1.0,0.15625
13,1727097318902,-0.44628906,0.0758667,0.9359741,0.171875,-1.015625,0.046875
14,1727097318939,-0.43579102,0.07318115,0.94207764,0.171875,-1.015625,0.234375
15,1727097318976,-0.44018555,0.06756592,0.9447632,0.375,-0.75,0.171875
16,1727097319014,-0.44091797,0.07342529,0.94573975,0.125,-1.09375,0.15625
17,1727097319050,-0.43945312,0.06585693,0.93865967,-0.421875,-0.34375,-0.234375
18,1727097319089,-0.45263672,0.0692749,0.94696045,0.46875,-1.5625,0.109375
19,1727097319145,-0.43359375,0.086120605,0.9345093,-0.21875,-0.46875,-0.015625
20,1727097319184,-0.44970703,0.058532715,0.94525146,0.28125,-0.765625,0.0
21,1727097319220,-0.43481445,0.07098389,0.94403076,-0.078125,-0.9375,0.15625
22,1727097319260,-0.44580078,0.077819824,0.93426514,-0.21875,-1.109375,0.125
23,1727097319295,-0.44213867,0.08050537,0.93963623,0.421875,-0.84375,0.078125
24,1727097319332,-0.44750977,0.078308105,0.9401245,0.03125,-0.984375,-0.046875
25,1727097319370,-0.4428711,0.07659912,0.9413452,-0.015625,-1.234375,-0.125
26,1727097319408,-0.44335938,0.070251465,0.93426514,-0.5,-1.0,0.0625
27,1727097319445,-0.44311523,0.0770874,0.94036865,-0.375,-0.875,-0.078125
28,1727097319483,-0.43920898,0.07318115,0.94696045,0.0625,-0.8125,0.0625
29,1727097319520,-0.44458008,0.07562256,0.946228,0.171875,-1.453125,0.28125
30,1727097319576,-0.4428711,0.07147217,0.92962646,-0.484375,-1.046875,-0.03125
31,1727097319613,-0.44970703,0.070495605,0.9454956,-0.03125,-0.9375,0.109375
32,1727097319652,-0.4362793,0.06341553,0.9411011,-0.109375,-0.921875,0.0625
33,1727097319690,-0.44140625,0.070739746,0.94451904,-0.578125,-0.921875,-0.03125
34,1727097319728,-0.44384766,0.07659912,0.94085693,-0.875,-1.078125,-0.125
35,1727097319764,-0.4387207,0.07147217,0.9454956,-0.859375,-0.671875,0.015625
36,1727097319803,-0.43945312,0.07684326,0.9459839,-0.953125,-1.09375,0.0
37,1727097319841,-0.44873047,0.08074951,0.934021,-1.046875,-0.96875,-0.125
38,1727097319876,-0.44311523,0.08660889,0.95184326,-0.296875,-1.78125,0.171875
39,1727097319916,-0.43676758,0.08294678,0.9254761,-1.109375,-0.546875,-0.015625
40,1727097319969,-0.44555664,0.082214355,0.95062256,-0.25,-0.921875,-0.015625
41,1727097320007,-0.43579102,0.078308105,0.93621826,-1.1875,-0.78125,-0.09375
42,1727097320045,-0.44555664,0.08685303,0.93377686,-0.828125,-1.078125,0.140625
43,1727097320082,-0.44311523,0.08782959,0.9435425,-0.28125,-0.84375,0.09375
44,1727097320120,-0.43725586,0.08782959,0.93743896,-0.734375,-1.03125,0.046875
45,1727097320157,-0.43408203,0.082458496,0.930603,-1.046875,-0.984375,-0.03125
46,1727097320196,-0.4423828,0.08514404,0.9310913,-0.828125,-1.09375,-0.15625
47,1727097320233,-0.44555664,0.0914917,0.94818115,-0.625,-1.03125,-0.109375
48,1727097320271,-0.44335938,0.08514404,0.94281006,-0.265625,-0.9375,0.0625
