,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1727269419900,-0.028320312,0.025390625,-1.0087891,0.09375,0.0,0.0
1,1727269419936,-0.041015625,0.025390625,-0.9980469,0.09375,0.125,-0.09375
2,1727269419960,-0.025390625,0.026367188,-1.0039062,0.03125,0.0,0.0
3,1727269419989,-0.034179688,0.017578125,-1.0029297,-0.09375,-0.125,0.0625
4,1727269420022,-0.028320312,0.018554688,-1.0136719,-0.09375,-0.125,-0.15625
5,1727269420049,-0.032226562,0.015625,-1.0078125,-0.15625,-0.1875,0.0625
6,1727269420079,-0.033203125,0.026367188,-1.0029297,-0.15625,-0.125,-0.09375
7,1727269420140,-0.029296875,0.022460938,-0.9970703,-0.09375,-0.0625,-0.03125
8,1727269420170,-0.032226562,0.024414062,-1.0107422,-0.09375,-0.125,0.0
9,1727269420200,-0.0390625,0.02734375,-1.0058594,-0.15625,-0.1875,-0.03125
10,1727269420232,-0.025390625,0.024414062,-1.0019531,-0.09375,-0.1875,-0.03125
11,1727269420260,-0.032226562,0.026367188,-1.0087891,-0.09375,-0.25,0.0
12,1727269420290,-0.043945312,0.021484375,-1.0126953,-0.09375,-0.0625,-0.03125
13,1727269420320,-0.037109375,0.02734375,-1.0107422,-0.03125,-0.125,0.0
14,1727269420350,-0.034179688,0.021484375,-1.0126953,-0.09375,-0.0625,0.0
15,1727269420380,-0.03515625,0.030273438,-1.0029297,-0.03125,-0.125,0.0
16,1727269420411,-0.03515625,0.032226562,-1.0,-0.15625,-0.125,0.0625
17,1727269420440,-0.037109375,0.025390625,-1.0117188,-0.03125,0.0625,0.1875
18,1727269420470,-0.034179688,0.024414062,-1.0087891,-0.09375,-0.25,-0.09375
19,1727269420500,-0.033203125,0.026367188,-1.0097656,-0.09375,-0.125,-0.03125
20,1727269420531,-0.032226562,0.0234375,-1.0087891,-0.15625,-0.125,0.0
21,1727269420559,-0.0390625,0.028320312,-1.0107422,-0.03125,0.0,-0.09375
22,1727269420589,-0.03515625,0.025390625,-1.0068359,-0.09375,-0.1875,-0.03125
23,1727269420620,-0.0390625,0.020507812,-1.0029297,-0.09375,-0.25,-0.03125
24,1727269420650,-0.040039062,0.01953125,-0.99609375,-0.03125,0.0,-0.03125
25,1727269420679,-0.037109375,0.034179688,-1.0058594,-0.09375,-0.0625,0.0
26,1727269420709,-0.036132812,0.026367188,-1.0019531,-0.09375,-0.125,-0.15625
27,1727269420740,-0.0390625,0.024414062,-1.0263672,-0.03125,0.0,-0.03125
28,1727269420770,-0.034179688,0.02734375,-1.0136719,-0.03125,0.0,0.125
29,1727269420800,-0.033203125,0.024414062,-0.99902344,0.15625,0.0625,-0.09375
30,1727269420830,-0.04296875,0.021484375,-1.0126953,0.03125,0.0625,0.0
31,1727269420860,-0.030273438,0.030273438,-1.0058594,-0.03125,-0.125,-0.03125
32,1727269420891,-0.032226562,0.020507812,-0.9980469,-0.15625,-0.0625,0.0
33,1727269420920,-0.029296875,0.029296875,-0.9921875,-0.15625,-0.1875,0.0
34,1727269420980,-0.029296875,0.017578125,-1.0,0.15625,0.0,-0.09375
35,1727269421010,-0.032226562,0.02734375,-1.0058594,0.03125,0.0625,-0.09375
36,1727269421042,-0.034179688,0.0234375,-1.0019531,0.09375,0.0625,0.0
37,1727269421100,-0.03125,0.029296875,-1.0058594,0.09375,0.0,0.0
38,1727269421130,-0.032226562,0.025390625,-1.0009766,0.09375,-0.0625,0.0
39,1727269421160,-0.032226562,0.034179688,-1.0029297,-0.03125,-0.0625,-0.09375
40,1727269421220,-0.033203125,0.02734375,-1.0039062,0.03125,0.125,-0.03125
41,1727269421249,-0.038085938,0.02734375,-1.0019531,-0.03125,-0.0625,0.0625
42,1727269421281,-0.03515625,0.025390625,-1.0058594,0.03125,0.0,0.0
43,1727269421309,-0.030273438,0.025390625,-1.0068359,-0.03125,0.0,-0.03125
44,1727269421340,-0.03125,0.022460938,-1.0,-0.09375,-0.0625,-0.03125
45,1727269421371,-0.029296875,0.030273438,-1.0068359,-0.09375,-0.0625,-0.03125
46,1727269421402,-0.03515625,0.029296875,-1.0078125,0.0,0.09375,0.0625
47,1727269421430,-0.029296875,0.029296875,-1.0058594,0.09375,0.03125,0.03125
48,1727269421460,-0.034179688,0.028320312,-1.0136719,0.15625,0.03125,-0.09375
49,1727269421490,-0.036132812,0.029296875,-0.99121094,0.0,0.03125,-0.15625
50,1727269421520,-0.029296875,0.028320312,-1.0058594,0.28125,0.09375,-0.09375
51,1727269421550,-0.028320312,0.021484375,-1.0283203,-0.0625,-0.21875,0.03125
52,1727269421610,-0.032226562,0.01953125,-1.0117188,-0.0625,0.09375,0.0625
53,1727269421640,-0.032226562,0.022460938,-1.0039062,-0.125,-0.09375,-0.15625
