,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0,1727277017726,-0.25927734,-0.9338989,0.18109131,0.765625,1.53125,0.609375
1,1,1727277017766,-0.26293945,-0.9302368,0.18304443,0.3125,0.8125,-0.09375
2,2,1727277017806,-0.28344727,-0.9385376,0.18182373,1.078125,0.140625,-0.109375
3,3,1727277017846,-0.2697754,-0.9446411,0.17938232,0.40625,2.1875,0.34375
4,4,1727277017886,-0.24291992,-0.9212036,0.17059326,1.046875,2.75,-0.0625
5,5,1727277017926,-0.26391602,-0.95562744,0.16351318,-0.59375,2.015625,-0.375
6,6,1727277017966,-0.2680664,-0.942688,0.184021,4.03125,2.328125,0.3125
7,7,1727277018006,-0.26367188,-0.9458618,0.15618896,1.109375,2.4375,-1.46875
8,8,1727277018046,-0.25805664,-0.94854736,0.16400146,1.265625,1.890625,-2.09375
9,9,1727277018086,-0.25878906,-0.9458618,0.16864014,1.625,2.53125,-1.390625
10,10,1727277018126,-0.26049805,-0.9517212,0.15887451,0.625,3.21875,-1.109375
11,11,1727277018166,-0.25976562,-0.95196533,0.15887451,0.1875,2.28125,-0.796875
12,12,1727277018206,-0.24829102,-0.94659424,0.15130615,-0.515625,1.9375,-1.46875
13,13,1727277018246,-0.24804688,-0.9470825,0.16644287,-0.609375,2.015625,-2.21875
14,14,1727277018286,-0.26342773,-0.95513916,0.16448975,-0.140625,1.78125,-1.625
15,15,1727277018326,-0.25683594,-0.9507446,0.15863037,-1.296875,0.828125,-1.859375
16,16,1727277018366,-0.2705078,-0.94000244,0.1564331,0.375,0.4375,-1.65625
17,17,1727277018406,-0.26538086,-0.94903564,0.1605835,-0.875,0.359375,-1.40625
18,18,1727277018446,-0.26123047,-0.93756104,0.15667725,-1.5,-0.171875,-2.140625
19,19,1727277018486,-0.2824707,-0.95098877,0.15716553,-4.203125,-1.15625,-2.046875
20,20,1727277018526,-0.28344727,-0.9273071,0.17547607,-1.125,-0.078125,-1.015625
21,21,1727277018566,-0.26489258,-0.9414673,0.16693115,-1.609375,0.140625,-1.453125
22,22,1727277018606,-0.27539062,-0.940979,0.16571045,-0.46875,-0.109375,-0.421875
23,23,1727277018646,-0.28686523,-0.94195557,0.16937256,-0.03125,0.03125,0.09375
24,24,1727277018686,-0.27905273,-0.92852783,0.16253662,-0.15625,0.046875,0.078125
25,25,1727277018726,-0.27978516,-0.94244385,0.16351318,0.59375,-0.6875,0.140625
26,26,1727277018766,-0.2758789,-0.9492798,0.16131592,0.3125,-1.0625,-0.34375
27,27,1727277018806,-0.27612305,-0.9458618,0.15911865,0.140625,-0.1875,-0.828125
28,28,1727277018846,-0.27905273,-0.9546509,0.16278076,0.0625,0.65625,-0.484375
29,29,1727277018886,-0.26782227,-0.9470825,0.15374756,-0.984375,1.9375,-1.21875
30,30,1727277018926,-0.27661133,-0.9487915,0.1774292,-0.78125,2.703125,-0.921875
31,31,1727277018966,-0.2956543,-0.9685669,0.16595459,-0.75,4.40625,-0.5625
32,32,1727277019006,-0.2763672,-0.93878174,0.14837646,-0.453125,1.046875,-0.5625
33,33,1727277019046,-0.27246094,-0.9380493,0.15106201,-3.171875,1.1875,-2.59375
34,34,1727277019086,-0.29833984,-0.94195557,0.18377686,1.5625,4.21875,-0.578125
35,35,1727277019126,-0.28564453,-0.9492798,0.14813232,-0.375,4.15625,-0.09375
36,36,1727277019166,-0.27563477,-0.93756104,0.14593506,-2.5625,4.078125,-0.84375
37,37,1727277019206,-0.2866211,-0.9378052,0.1696167,-1.546875,4.015625,-0.953125
38,38,1727277019246,-0.27539062,-0.9380493,0.16790771,-1.625,3.5,-1.828125
39,39,1727277019286,-0.265625,-0.93927,0.16522217,-1.40625,1.953125,-2.3125
40,40,1727277019326,-0.25634766,-0.92803955,0.15228271,-1.890625,0.765625,-2.421875
41,41,1727277019366,-0.29711914,-0.94195557,0.16375732,-1.53125,0.828125,-2.65625
42,42,1727277019406,-0.32641602,-0.93634033,0.17449951,-1.296875,1.515625,-2.3125
43,43,1727277019446,-0.3076172,-0.93341064,0.17840576,-0.40625,4.140625,-2.421875
44,44,1727277019486,-0.29003906,-0.92266846,0.18157959,-0.578125,5.0625,-3.046875
45,45,1727277019526,-0.29858398,-0.94122314,0.17572021,-0.140625,5.375,-2.53125
46,46,1727277019566,-0.27563477,-0.92559814,0.17230225,-1.40625,2.765625,-1.984375
47,47,1727277019606,-0.26708984,-0.93829346,0.17962646,-4.953125,-0.8125,-2.9375
48,48,1727277019646,-0.27172852,-0.9463501,0.22113037,-1.703125,-0.15625,-1.90625
49,49,1727277019686,-0.2800293,-0.9439087,0.20843506,-0.46875,-2.0625,-1.53125
50,50,1727277019726,-0.29003906,-0.94000244,0.1918335,-1.828125,-1.734375,-1.28125
51,51,1727277019766,-0.29101562,-0.93878174,0.18011475,-2.046875,-2.59375,-1.0
52,52,1727277019806,-0.2919922,-0.94073486,0.1671753,-2.15625,-1.90625,-1.390625
53,53,1727277019846,-0.31103516,-0.9487915,0.19500732,-0.109375,-0.28125,-0.796875
54,54,1727277019886,-0.3173828,-0.9368286,0.20379639,0.921875,-0.09375,0.765625
55,55,1727277019926,-0.2998047,-0.9168091,0.17327881,-1.046875,-0.421875,0.890625
56,56,1727277019966,-0.30249023,-0.923645,0.18035889,-0.90625,-1.140625,0.671875
57,57,1727277020006,-0.30639648,-0.9331665,0.19207764,-0.53125,-2.265625,-0.125
58,58,1727277020046,-0.29907227,-0.93829346,0.19281006,0.234375,-1.0625,0.453125
59,59,1727277020086,-0.30737305,-0.93878174,0.16912842,-0.03125,-1.546875,0.96875
60,60,1727277020126,-0.29858398,-0.9209595,0.16888428,-1.4375,-1.578125,-0.546875
61,61,1727277020166,-0.32080078,-0.9319458,0.18939209,-0.546875,-1.171875,0.046875
62,62,1727277020206,-0.31958008,-0.9302368,0.19525146,2.1875,-0.9375,1.0625
63,63,1727277020246,-0.3083496,-0.9360962,0.17840576,2.25,-1.5,0.65625
64,64,1727277020286,-0.31323242,-0.9307251,0.17547607,4.46875,-1.265625,2.046875
65,65,1727277020326,-0.27294922,-0.92266846,0.17767334,3.046875,-2.859375,1.296875
66,66,1727277020366,-0.2788086,-0.9385376,0.1720581,1.3125,-0.578125,0.671875
67,67,1727277020406,-0.31054688,-0.94073486,0.15765381,1.53125,0.1875,2.28125
68,68,1727277020446,-0.3112793,-0.9373169,0.15081787,1.671875,0.546875,1.9375
69,69,1727277020486,-0.30419922,-0.940979,0.13739014,-0.15625,1.109375,0.21875
70,70,1727277020526,-0.2854004,-0.9417114,0.152771,-0.328125,0.953125,-0.703125
71,71,1727277020566,-0.30664062,-0.9360962,0.16522217,0.875,4.375,0.125
72,72,1727277020606,-0.28125,-0.9417114,0.13983154,-1.5625,1.921875,-0.96875
73,73,1727277020646,-0.27905273,-0.9373169,0.1671753,-0.078125,-0.34375,-0.796875
74,74,1727277020686,-0.2944336,-0.95098877,0.14715576,-1.328125,0.25,-1.328125
75,75,1727277020726,-0.30200195,-0.9360962,0.16448975,2.3125,1.875,-0.640625
76,76,1727277020766,-0.29736328,-0.94415283,0.14154053,-0.234375,1.125,-1.328125
77,77,1727277020806,-0.2944336,-0.9229126,0.13104248,-1.71875,0.109375,-1.078125
78,78,1727277020846,-0.29516602,-0.93927,0.15496826,0.859375,-1.4375,-0.796875
79,79,1727277020886,-0.28076172,-0.944397,0.16693115,-0.484375,-1.796875,-1.546875
80,80,1727277020926,-0.29492188,-0.94781494,0.16595459,-1.796875,-0.1875,-0.75
81,81,1727277020966,-0.28564453,-0.93878174,0.14251709,-1.5,1.15625,0.140625
82,82,1727277021006,-0.26538086,-0.9373169,0.15008545,-0.828125,-0.078125,-0.28125
83,83,1727277021046,-0.25585938,-0.9434204,0.1473999,-0.90625,-1.078125,-0.71875
84,84,1727277021086,-0.29370117,-0.9417114,0.14642334,-2.25,-2.59375,-0.390625
85,85,1727277021126,-0.3095703,-0.95391846,0.1515503,-0.84375,-1.796875,-0.25
86,86,1727277021166,-0.29833984,-0.92388916,0.1449585,-1.078125,0.953125,-0.78125
87,87,1727277021206,-0.31103516,-0.9414673,0.1329956,-3.375,0.5625,-0.671875
88,88,1727277021246,-0.2878418,-0.9229126,0.17474365,1.515625,-0.703125,-0.203125
89,89,1727277021286,-0.2944336,-0.92974854,0.14642334,1.1875,-3.78125,0.0625
90,90,1727277021326,-0.3173828,-0.93585205,0.12982178,-0.484375,-2.3125,0.125
91,91,1727277021366,-0.3317871,-0.9351196,0.16204834,2.484375,1.265625,1.09375
92,92,1727277021406,-0.32006836,-0.9439087,0.14227295,2.09375,3.171875,2.234375
93,93,1727277021446,-0.28320312,-0.93878174,0.12713623,0.40625,2.0625,2.734375
94,94,1727277021486,-0.2746582,-0.96051025,0.11932373,-0.328125,1.796875,2.171875
95,95,1727277021526,-0.27441406,-0.96661377,0.12640381,-0.21875,2.15625,2.125
96,96,1727277021566,-0.27246094,-0.94610596,0.12689209,-1.234375,2.671875,1.375
97,97,1727277021606,-0.27270508,-0.9446411,0.12982178,-1.671875,2.5625,1.703125
98,98,1727277021646,-0.27368164,-0.9512329,0.14544678,2.515625,3.625,2.625
99,99,1727277021686,-0.25610352,-0.9463501,0.14202881,2.3125,2.015625,3.546875
100,100,1727277021726,-0.22729492,-0.91485596,0.1227417,-3.3125,1.328125,1.5
101,101,1727277021766,-0.25805664,-0.96099854,0.13543701,0.84375,-0.234375,2.640625
102,102,1727277021806,-0.24487305,-0.9277954,0.12005615,-0.875,0.609375,2.015625
103,103,1727277021846,-0.24853516,-0.9578247,0.14471436,-3.484375,0.265625,0.5625
104,104,1727277021886,-0.2548828,-0.95196533,0.14910889,0.0,1.859375,2.234375
105,105,1727277021926,-0.23706055,-0.94732666,0.12762451,-1.109375,1.0625,0.6875
106,106,1727277021966,-0.24267578,-0.94732666,0.120788574,-1.84375,-1.109375,-0.25
107,107,1727277022006,-0.24536133,-0.9663696,0.13861084,-0.859375,-0.25,0.109375
108,108,1727277022046,-0.25463867,-0.95318604,0.13079834,-0.421875,1.921875,0.4375
109,109,1727277022086,-0.24682617,-0.94610596,0.1149292,-1.671875,0.484375,0.25
110,110,1727277022126,-0.23242188,-0.9585571,0.15203857,0.6875,-2.28125,0.015625
111,111,1727277022166,-0.25610352,-0.93707275,0.1473999,1.765625,-0.71875,1.78125
112,112,1727277022206,-0.21557617,-0.96343994,0.1383667,1.53125,-1.890625,1.171875
113,113,1727277022246,-0.23217773,-0.95269775,0.073913574,-1.046875,-1.296875,0.734375
